time,cD,cL
4.943,3.13993,-0.733222
4.944,3.13832,-0.665137
4.945,3.14726,-0.666806
4.946,3.13977,-0.655576
4.947,3.13667,-0.641859
4.948,3.14079,-0.587021
4.949,3.12867,-0.580465
4.95,3.12784,-0.580097
4.951,3.13942,-0.5729
4.952,3.13,-0.558402
4.953,3.13117,-0.550409
4.954,3.12809,-0.50651
4.955,3.12709,-0.491476
4.956,3.1243,-0.483801
4.957,3.12675,-0.47894
4.958,3.12674,-0.42799
4.959,3.12386,-0.425013
4.96,3.12696,-0.398495
4.961,3.12693,-0.384994
4.962,3.12915,-0.355899
4.963,3.12835,-0.343785
4.964,3.13371,-0.279248
4.965,3.12942,-0.275703
4.966,3.13346,-0.26884
4.967,3.12942,-0.266669
4.968,3.13273,-0.128564
4.969,3.13479,-0.139695
4.97,3.13509,-0.137973
4.971,3.13102,-0.131844
4.972,3.13283,-0.129183
4.973,3.13365,-0.127422
4.974,3.1214,-0.102847
4.975,3.11791,-0.0975576
4.976,3.11822,-0.0968482
4.977,3.12148,-0.0403281
4.978,3.11507,-0.0357472
4.979,3.11766,-0.0046833
4.98,3.12503,0.0544422
4.981,3.10729,0.047632
4.982,3.11959,0.0628996
4.983,3.12199,0.118448
4.984,3.11406,0.10581
4.985,3.1211,0.130086
4.986,3.11581,0.137912
4.987,3.13524,0.238093
4.988,3.12386,0.228418
4.989,3.12249,0.228747
4.99,3.13824,0.249785
4.991,3.13096,0.246143
4.992,3.11805,0.299954
4.993,3.12876,0.314175
4.994,3.10254,0.340715
4.995,3.10458,0.349623
4.996,3.11934,0.384197
4.997,3.11412,0.395187
4.998,3.1175,0.421479
4.999,3.11875,0.513797
5,3.11833,0.53192
5.001,3.11857,0.534534
5.002,3.11599,0.531139
5.003,3.11496,0.532343
5.004,3.12477,0.543315
5.005,3.1257,0.545104
5.006,3.11269,0.586535
5.007,3.12074,0.579555
5.008,3.12216,0.614819
5.009,3.12131,0.655344
5.01,3.12574,0.663308
5.011,3.12692,0.689452
5.012,3.12486,0.690042
5.013,3.12992,0.725936
5.014,3.12927,0.724095
5.015,3.13119,0.753664
5.016,3.13131,0.754676
5.017,3.12823,0.78536
5.018,3.13409,0.799417
5.019,3.1236,0.806822
5.02,3.12758,0.816947
5.021,3.12414,0.853036
5.022,3.11483,0.864661
5.023,3.11311,0.866474
5.024,3.1343,0.869655
5.025,3.12574,0.872516
5.026,3.12539,0.92652
5.027,3.12519,0.929374
5.028,3.12818,0.940409
5.029,3.12845,0.943387
5.03,3.1232,0.937197
5.031,3.11975,0.952692
5.032,3.12908,0.95744
5.033,3.12747,1.00765
5.034,3.12711,0.993843
5.035,3.12878,1.00098
5.036,3.12751,1.02014
5.037,3.1275,1.02931
5.038,3.11955,1.05016
5.039,3.12003,1.07727
5.04,3.12476,1.06611
5.041,3.12548,1.06743
5.042,3.12097,1.08531
5.043,3.13452,1.1033
5.044,3.14755,1.11048
5.045,3.13686,1.10183
5.046,3.14195,1.10558
5.047,3.13161,1.09675
5.048,3.14199,1.10636
5.049,3.13722,1.10593
5.05,3.12744,1.1236
5.051,3.13852,1.129
5.052,3.13786,1.1087
5.053,3.13407,1.13718
5.054,3.14468,1.13799
5.055,3.13806,1.13772
5.056,3.13921,1.14145
5.057,3.13679,1.13727
5.058,3.13489,1.12272
5.059,3.12888,1.13432
5.06,3.12822,1.12476
5.061,3.12853,1.13229
5.062,3.13743,1.1182
5.063,3.1341,1.11205
5.064,3.13363,1.11282
5.065,3.14044,1.11762
5.066,3.14123,1.11988
5.067,3.13265,1.10937
5.068,3.13876,1.1147
5.069,3.12302,1.07294
5.07,3.13454,1.08586
5.071,3.14381,1.08069
5.072,3.14266,1.08901
5.073,3.1499,1.10219
5.074,3.14233,1.10692
5.075,3.15026,1.10927
5.076,3.13522,1.09848
5.077,3.14527,1.08254
5.078,3.1262,1.08324
5.079,3.13548,1.08693
5.08,3.13192,1.05625
5.081,3.12818,1.07013
5.082,3.13374,1.0396
5.083,3.13171,1.035
5.084,3.12061,1.03119
5.085,3.12804,1.00991
5.086,3.1277,0.973279
5.087,3.12016,0.963269
5.088,3.1289,0.970449
5.089,3.1293,0.971669
5.09,3.13643,0.936678
5.091,3.13025,0.948689
5.092,3.16225,0.871116
5.093,3.15019,0.90491
5.094,3.14961,0.905835
5.095,3.15876,0.890401
5.096,3.15031,0.879889
5.097,3.14678,0.852524
5.098,3.14263,0.842464
5.099,3.14208,0.849283
5.1,3.14785,0.830956
5.101,3.14313,0.812404
5.102,3.13576,0.799373
5.103,3.13918,0.743329
5.104,3.13684,0.745145
5.105,3.1357,0.744389
5.106,3.1381,0.715398
5.107,3.12961,0.720583
5.108,3.13221,0.686425
5.109,3.12346,0.684258
5.11,3.12853,0.679957
5.111,3.12026,0.596902
5.112,3.12731,0.609489
5.113,3.12903,0.609429
5.114,3.10961,0.599516
5.115,3.10809,0.598882
5.116,3.12573,0.599188
5.117,3.12078,0.594684
5.118,3.14196,0.515592
5.119,3.1457,0.5082
5.12,3.13005,0.506173
5.121,3.14231,0.472737
5.122,3.13394,0.466849
5.123,3.15429,0.342612
5.124,3.14737,0.342657
5.125,3.14234,0.337956
5.126,3.15012,0.337333
5.127,3.15083,0.291351
5.128,3.15314,0.288677
5.129,3.15732,0.244598
5.13,3.15232,0.251674
5.131,3.13768,0.214252
5.132,3.14205,0.22309
5.133,3.13082,0.20826
5.134,3.13502,0.188682
5.135,3.1294,0.172787
5.136,3.12326,0.162982
5.137,3.13069,0.142221
5.138,3.12667,0.102186
5.139,3.12987,0.0868191
5.14,3.12689,0.0898465
5.141,3.13289,0.0832462
5.142,3.1393,0.0266795
5.143,3.13747,0.0103983
5.144,3.13832,0.00904608
5.145,3.12577,0.00715658
5.146,3.1314,-0.0150053
5.147,3.11917,-0.0349664
5.148,3.12401,-0.042115
5.149,3.09896,-0.160108
5.15,3.092,-0.184694
5.151,3.09103,-0.186811
5.152,3.1013,-0.18376
5.153,3.11563,-0.196722
5.154,3.11825,-0.20768
5.155,3.12543,-0.208753
5.156,3.1249,-0.264951
5.157,3.12532,-0.284389
5.158,3.11748,-0.278692
5.159,3.12827,-0.287867
5.16,3.11829,-0.302453
5.161,3.11851,-0.3351
5.162,3.11721,-0.37615
5.163,3.12088,-0.38967
5.164,3.11406,-0.400052
5.165,3.1257,-0.420025
5.166,3.13295,-0.435592
5.167,3.13162,-0.454032
5.168,3.15199,-0.523212
5.169,3.14062,-0.535898
5.17,3.1498,-0.537877
5.171,3.1509,-0.539484
5.172,3.12792,-0.547514
5.173,3.13188,-0.56387
5.174,3.12098,-0.583234
5.175,3.11606,-0.594918
5.176,3.11401,-0.612655
5.177,3.10695,-0.64327
5.178,3.09843,-0.653934
5.179,3.10178,-0.66794
5.18,3.10136,-0.672723
5.181,3.09893,-0.720608
5.182,3.10624,-0.718384
5.183,3.10191,-0.724888
5.184,3.1013,-0.72693
5.185,3.10517,-0.747382
5.186,3.10687,-0.785415
5.187,3.11196,-0.785543
5.188,3.10983,-0.808543
5.189,3.10945,-0.824929
5.19,3.11636,-0.838294
5.191,3.11193,-0.857027
5.192,3.11986,-0.870722
5.193,3.13279,-0.972502
5.194,3.11974,-0.988585
5.195,3.1182,-0.991744
5.196,3.13451,-0.98519
5.197,3.13523,-0.987013
5.198,3.1265,-0.994715
5.199,3.12577,-0.997292
5.2,3.13311,-0.993712
5.201,3.13355,-0.995055
5.202,3.13447,-0.995802
5.203,3.12489,-1.00636
5.204,3.13408,-1.04173
5.205,3.12953,-1.01677
5.206,3.11116,-1.00887
5.207,3.09707,-1.01637
5.208,3.08932,-1.01688
5.209,3.09202,-1.0292
5.21,3.09634,-1.05427
5.211,3.08919,-1.05737
5.212,3.09664,-1.05542
5.213,3.0925,-1.06012
5.214,3.10678,-1.06074
5.215,3.10812,-1.08248
5.216,3.13069,-1.10917
5.217,3.12383,-1.12068
5.218,3.13222,-1.10814
5.219,3.126,-1.11348
5.22,3.13492,-1.10276
5.221,3.13035,-1.12363
5.222,3.13283,-1.14506
5.223,3.13391,-1.13137
5.224,3.13296,-1.15158
5.225,3.12026,-1.1747
5.226,3.12403,-1.16504
5.227,3.11943,-1.16555
5.228,3.11855,-1.16799
5.229,3.12666,-1.16021
5.23,3.12721,-1.16095
5.231,3.12018,-1.16913
5.232,3.11936,-1.17072
5.233,3.14962,-1.16641
5.234,3.1403,-1.12572
5.235,3.14194,-1.13928
5.236,3.11894,-1.12459
5.237,3.11892,-1.12943
5.238,3.11682,-1.13558
5.239,3.13378,-1.14629
5.24,3.12474,-1.13998
5.241,3.12611,-1.11849
5.242,3.11036,-1.12545
5.243,3.11814,-1.13184
5.244,3.1155,-1.12486
5.245,3.12242,-1.10886
5.246,3.12396,-1.1134
5.247,3.11645,-1.11885
5.248,3.12027,-1.11042
5.249,3.12294,-1.09324
5.25,3.12182,-1.09441
5.251,3.12327,-1.09829
5.252,3.13264,-1.05606
5.253,3.12791,-1.06549
5.254,3.13293,-1.06
5.255,3.1317,-1.05144
5.256,3.13751,-1.02547
5.257,3.13408,-1.0238
5.258,3.14008,-1.0245
5.259,3.1344,-1.00084
5.26,3.14124,-0.996046
5.261,3.1297,-0.9842
5.262,3.13771,-0.959345
5.263,3.13179,-0.952743
5.264,3.13212,-0.953501
5.265,3.12962,-0.948544
5.266,3.13603,-0.943695
5.267,3.12734,-0.898043
5.268,3.13238,-0.882663
5.269,3.13155,-0.88249
5.27,3.13226,-0.881637
5.271,3.12081,-0.890816
5.272,3.12954,-0.867729
5.273,3.1249,-0.814892
5.274,3.11778,-0.825629
5.275,3.12544,-0.810521
5.276,3.12192,-0.787158
5.277,3.12215,-0.774445
5.278,3.12025,-0.751073
5.279,3.12285,-0.738358
5.28,3.11937,-0.722361
5.281,3.11714,-0.65402
5.282,3.12421,-0.634406
5.283,3.12353,-0.633714
5.284,3.12259,-0.632715
5.285,3.12948,-0.633346
5.286,3.13115,-0.632298
5.287,3.11385,-0.635191
5.288,3.12123,-0.588579
5.289,3.12824,-0.525238
5.29,3.11887,-0.525907
5.291,3.12105,-0.513317
5.292,3.11814,-0.479177
5.293,3.12452,-0.469219
5.294,3.12304,-0.457409
5.295,3.12152,-0.36825
5.296,3.12373,-0.359834
5.297,3.12326,-0.358237
5.298,3.1291,-0.359565
5.299,3.1223,-0.354936
5.3,3.12166,-0.354646
5.301,3.12694,-0.32318
5.302,3.10562,-0.234407
5.303,3.10824,-0.222687
5.304,3.10168,-0.221669
5.305,3.10912,-0.215817
5.306,3.12782,-0.165415
5.307,3.12225,-0.170115
5.308,3.12142,-0.150157
5.309,3.12102,-0.112859
5.31,3.11026,-0.0927155
5.311,3.11501,-0.0886251
5.312,3.11502,-0.0528068
5.313,3.10603,-0.0570897
5.314,3.1166,0.0338901
5.315,3.11309,0.0389378
5.316,3.11591,0.0507999
5.317,3.10968,0.0522874
5.318,3.10396,0.081017
5.319,3.11127,0.101185
5.32,3.11514,0.118073
5.321,3.12673,0.132672
5.322,3.10571,0.168024
5.323,3.11192,0.179543
5.324,3.11774,0.187421
5.325,3.11192,0.234215
5.326,3.11482,0.247573
5.327,3.10844,0.27006
5.328,3.10883,0.287001
5.329,3.1089,0.308882
5.33,3.10848,0.325293
5.331,3.10397,0.395438
5.332,3.11458,0.439107
5.333,3.11448,0.442595
5.334,3.11424,0.44756
5.335,3.11311,0.418068
5.336,3.11463,0.419001
5.337,3.09924,0.435063
5.338,3.1124,0.450335
5.339,3.10804,0.5182
5.34,3.10128,0.526551
5.341,3.10307,0.53196
5.342,3.10511,0.601288
5.343,3.10101,0.625481
5.344,3.09801,0.620162
5.345,3.09701,0.621833
5.346,3.11785,0.639199
5.347,3.1079,0.677738
5.348,3.10736,0.680111
5.349,3.11274,0.691429
5.35,3.11358,0.729191
5.351,3.11403,0.713528
5.352,3.11914,0.814871
5.353,3.11689,0.798134
5.354,3.11515,0.793743
5.355,3.12118,0.800576
5.356,3.10737,0.806037
5.357,3.11564,0.806267
5.358,3.10301,0.884045
5.359,3.11486,0.86031
5.36,3.11521,0.868272
5.361,3.11461,0.881931
5.362,3.11991,0.881205
5.363,3.10795,0.956299
5.364,3.1129,0.937483
5.365,3.109,0.935124
5.366,3.11204,0.940212
5.367,3.10577,0.96096
5.368,3.11314,0.946808
5.369,3.11442,0.987665
5.37,3.11238,0.967402
5.371,3.10394,1.02245
5.372,3.1213,1.02979
5.373,3.111,1.02433
5.374,3.1095,1.02519
5.375,3.124,1.03578
5.376,3.12494,1.03738
5.377,3.11227,1.03658
5.378,3.11966,1.04436
5.379,3.13745,1.07285
5.38,3.11506,1.05931
5.381,3.12406,1.06335
5.382,3.13696,1.09945
5.383,3.11331,1.07775
5.384,3.12143,1.08929
5.385,3.12159,1.10051
5.386,3.11666,1.10044
5.387,3.12056,1.11377
5.388,3.11736,1.10852
5.389,3.11066,1.10551
5.39,3.12232,1.11406
5.391,3.11956,1.12467
5.392,3.12053,1.11801
5.393,3.12193,1.12486
5.394,3.12573,1.12374
5.395,3.12703,1.12931
5.396,3.12442,1.12511
5.397,3.13318,1.12866
5.398,3.13417,1.14109
5.399,3.12964,1.12699
5.4,3.12779,1.12045
5.401,3.13392,1.13522
5.402,3.13216,1.10993
5.403,3.12498,1.11299
5.404,3.12368,1.11305
5.405,3.13756,1.12144
5.406,3.1385,1.1224
5.407,3.12773,1.12073
5.408,3.13293,1.09716
5.409,3.13413,1.10392
5.41,3.13061,1.08417
5.411,3.13032,1.09303
5.412,3.12813,1.08735
5.413,3.12066,1.0813
5.414,3.12256,1.05245
5.415,3.1289,1.06126
5.416,3.12924,1.04275
5.417,3.13004,1.04556
5.418,3.13037,1.02282
5.419,3.1286,1.02753
5.42,3.12954,1.02271
5.421,3.13357,1.02208
5.422,3.13632,0.98623
5.423,3.14436,0.993804
5.424,3.13451,0.993949
5.425,3.13623,0.979119
5.426,3.12064,0.962136
5.427,3.1307,0.953917
5.428,3.14129,0.953994
5.429,3.13915,0.936321
5.43,3.12855,0.925435
5.431,3.13343,0.915311
5.432,3.12955,0.906984
5.433,3.13554,0.897213
5.434,3.13038,0.883669
5.435,3.13742,0.84276
5.436,3.13288,0.83049
5.437,3.13253,0.829822
5.438,3.13686,0.834731
5.439,3.13791,0.83548
5.44,3.12783,0.826458
5.441,3.13023,0.787001
5.442,3.12555,0.768317
5.443,3.1286,0.768515
5.444,3.12358,0.702172
5.445,3.12835,0.692309
5.446,3.12392,0.69215
5.447,3.13003,0.690865
5.448,3.1236,0.684218
5.449,3.12323,0.636553
5.45,3.12457,0.636784
5.451,3.1241,0.601266
5.452,3.13413,0.608716
5.453,3.12616,0.579842
5.454,3.12564,0.572842
5.455,3.12828,0.567441
5.456,3.13489,0.543769
5.457,3.12986,0.521701
5.458,3.12972,0.479142
5.459,3.13378,0.472907
5.46,3.13098,0.464838
5.461,3.13338,0.436246
5.462,3.12999,0.426786
5.463,3.12841,0.397268
5.464,3.13102,0.38736
5.465,3.11945,0.239176
5.466,3.11928,0.235262
5.467,3.12246,0.269282
5.468,3.12339,0.269092
5.469,3.11265,0.248016
5.47,3.11113,0.246861
5.471,3.12804,0.248144
5.472,3.12971,0.249468
5.473,3.11144,0.226744
5.474,3.11023,0.225454
5.475,3.12445,0.23266
5.476,3.10954,0.123969
5.477,3.12001,0.115604
5.478,3.1235,0.10807
5.479,3.12835,0.100855
5.48,3.12236,0.0490128
5.481,3.13258,0.0191517
5.482,3.1324,0.00417388
5.483,3.12924,-0.00383838
5.484,3.13218,-0.0350287
5.485,3.12919,-0.0789469
5.486,3.12096,-0.0898518
5.487,3.12743,-0.0935965
5.488,3.12201,-0.10308
5.489,3.11267,-0.186588
5.49,3.10546,-0.182964
5.491,3.10474,-0.184499
5.492,3.11588,-0.192238
5.493,3.10683,-0.197843
5.494,3.11523,-0.289242
5.495,3.11348,-0.303863
5.496,3.11296,-0.295438
5.497,3.10584,-0.331833
5.498,3.09671,-0.335167
5.499,3.10989,-0.343462
5.5,3.10967,-0.361107
5.501,3.11496,-0.374381
5.502,3.1101,-0.383106
5.503,3.11635,-0.416815
5.504,3.12035,-0.462856
5.505,3.11758,-0.494241
5.506,3.11885,-0.490397
5.507,3.1189,-0.506768
5.508,3.12155,-0.525305
5.509,3.12007,-0.534859
5.51,3.12323,-0.56828
5.511,3.11681,-0.592161
5.512,3.12078,-0.593944
5.513,3.11976,-0.624448
5.514,3.12375,-0.631569
5.515,3.11717,-0.665574
5.516,3.12271,-0.664339
5.517,3.11196,-0.716855
5.518,3.11495,-0.720189
5.519,3.119,-0.716406
5.52,3.09265,-0.817608
5.521,3.11503,-0.807824
5.522,3.11523,-0.809217
5.523,3.10871,-0.823834
5.524,3.10899,-0.82562
5.525,3.10943,-0.827547
5.526,3.1045,-0.829005
5.527,3.10263,-0.830822
5.528,3.11909,-0.832058
5.529,3.11508,-0.841045
5.53,3.1373,-0.933013
5.531,3.12274,-0.897245
5.532,3.1292,-0.927685
5.533,3.11758,-0.931892
5.534,3.1248,-0.947639
5.535,3.1106,-0.958968
5.536,3.11699,-0.975819
5.537,3.10828,-0.980837
5.538,3.12388,-1.03151
5.539,3.11189,-1.04525
5.54,3.11054,-1.04771
5.541,3.12461,-1.0441
5.542,3.12507,-1.04551
5.543,3.11791,-1.05257
5.544,3.12413,-1.06268
5.545,3.14066,-1.05667
5.546,3.12149,-1.07391
5.547,3.13458,-1.06683
5.548,3.11497,-1.09447
5.549,3.12803,-1.12995
5.55,3.11588,-1.13811
5.551,3.10834,-1.11736
5.552,3.1087,-1.11898
5.553,3.11109,-1.12195
5.554,3.11258,-1.1371
5.555,3.11951,-1.13593
5.556,3.10904,-1.14473
5.557,3.11203,-1.1503
5.558,3.12324,-1.16722
5.559,3.12146,-1.15727
5.56,3.12599,-1.17999
5.561,3.12898,-1.16566
5.562,3.13002,-1.16631
5.563,3.12019,-1.17684
5.564,3.12904,-1.17425
5.565,3.1251,-1.17566
5.566,3.12318,-1.18036
5.567,3.11899,-1.17146
5.568,3.12469,-1.17217
5.569,3.11796,-1.18007
5.57,3.12359,-1.19319
5.571,3.12445,-1.1782
5.572,3.12332,-1.18245
5.573,3.12893,-1.16681
5.574,3.1194,-1.17146
5.575,3.13026,-1.16852
5.576,3.12452,-1.16519
5.577,3.13078,-1.17074
5.578,3.12678,-1.15896
5.579,3.13218,-1.1554
5.58,3.12356,-1.13663
5.581,3.13286,-1.13126
5.582,3.12544,-1.13658
5.583,3.12972,-1.13431
5.584,3.12486,-1.1135
5.585,3.12517,-1.11222
5.586,3.12512,-1.1144
5.587,3.12672,-1.09558
5.588,3.12436,-1.09856
5.589,3.1225,-1.0889
5.59,3.11913,-1.06368
5.591,3.12541,-1.06183
5.592,3.12167,-1.06188
5.593,3.11711,-1.04301
5.594,3.1206,-1.04384
5.595,3.11546,-1.02103
5.596,3.11826,-1.02577
5.597,3.10453,-0.932229
5.598,3.10816,-0.928988
5.599,3.10663,-0.929947
5.6,3.11839,-0.920509
5.601,3.11902,-0.919781
5.602,3.12059,-0.918355
5.603,3.1047,-0.93045
5.604,3.10348,-0.931672
5.605,3.11606,-0.918831
5.606,3.11672,-0.918972
5.607,3.11816,-0.918718
5.608,3.10415,-0.924363
5.609,3.11295,-0.913611
5.61,3.12774,-0.814782
5.611,3.13574,-0.797054
5.612,3.13514,-0.774441
5.613,3.13169,-0.74484
5.614,3.13301,-0.73297
5.615,3.12904,-0.71585
5.616,3.12766,-0.699798
5.617,3.12217,-0.688658
5.618,3.11914,-0.676269
5.619,3.11486,-0.664852
5.62,3.10321,-0.645301
5.621,3.10793,-0.635959
5.622,3.08382,-0.536291
5.623,3.09024,-0.549766
5.624,3.08926,-0.549903
5.625,3.09641,-0.534321
5.626,3.09686,-0.532486
5.627,3.08968,-0.542759
5.628,3.08886,-0.543677
5.629,3.09616,-0.526172
5.63,3.10184,-0.428742
5.631,3.11337,-0.432737
5.632,3.11711,-0.423786
5.633,3.13052,-0.412528
5.634,3.12392,-0.348747
5.635,3.13711,-0.343804
5.636,3.12886,-0.340848
5.637,3.12562,-0.303189
5.638,3.12201,-0.292585
5.639,3.11591,-0.264676
5.64,3.11575,-0.25858
5.641,3.11522,-0.236187
5.642,3.08561,-0.168579
5.643,3.09298,-0.15489
5.644,3.09407,-0.153517
5.645,3.08059,-0.150868
5.646,3.07925,-0.150428
5.647,3.09337,-0.140134
5.648,3.09523,-0.0638097
5.649,3.09963,-0.0429378
5.65,3.0858,-0.0271372
5.651,3.0956,0.0160371
5.652,3.09413,0.00035802
5.653,3.10029,0.0261564
5.654,3.0945,0.0234715
5.655,3.10701,0.0750997
5.656,3.10861,0.0943939
5.657,3.11267,0.117039
5.658,3.11326,0.129432
5.659,3.11301,0.20343
5.66,3.12487,0.212107
5.661,3.12626,0.214969
5.662,3.11169,0.206893
5.663,3.11965,0.216321
5.664,3.12317,0.277619
5.665,3.11064,0.271696
5.666,3.1139,0.304974
5.667,3.09995,0.348858
5.668,3.09583,0.349872
5.669,3.10246,0.35842
5.67,3.10305,0.387365
5.671,3.10102,0.389236
5.672,3.09776,0.42356
5.673,3.09638,0.426922
5.674,3.09401,0.454333
5.675,3.09721,0.463587
5.676,3.09444,0.545234
5.677,3.10111,0.546505
5.678,3.10183,0.54854
5.679,3.09342,0.552644
5.68,3.10167,0.559222
5.681,3.09555,0.55983
5.682,3.10215,0.56709
5.683,3.1022,0.614965
5.684,3.10395,0.619953
5.685,3.10391,0.640535
5.686,3.10308,0.643505
5.687,3.10471,0.714608
5.688,3.10552,0.721048
5.689,3.10308,0.73538
5.69,3.10734,0.746123
5.691,3.0983,0.76562
5.692,3.10611,0.766044
5.693,3.1013,0.77882
5.694,3.11452,0.793345
5.695,3.12124,0.840977
5.696,3.11099,0.830933
5.697,3.10966,0.831013
5.698,3.12417,0.852104
5.699,3.12022,0.851167
5.7,3.1194,0.852632
5.701,3.10683,0.884948
5.702,3.11522,0.892824
5.703,3.10893,0.893594
5.704,3.10499,0.906275
5.705,3.11354,0.913076
5.706,3.11139,0.934329
5.707,3.10801,0.947394
5.708,3.10091,0.971109
5.709,3.1069,0.981539
5.71,3.10256,0.995306
5.711,3.10428,0.996052
5.712,3.1067,1.00243
5.713,3.10702,1.05917
5.714,3.11015,1.06594
5.715,3.11065,1.06959
5.716,3.1061,1.05451
5.717,3.10979,1.0632
5.718,3.1091,1.06967
5.719,3.11372,1.06245
5.72,3.11405,1.06301
5.721,3.10937,1.07554
5.722,3.11368,1.0737
5.723,3.12603,1.12812
5.724,3.13135,1.09435
5.725,3.13975,1.09118
5.726,3.14265,1.06989
5.727,3.11741,1.11052
5.728,3.12453,1.08831
5.729,3.10862,1.11519
5.73,3.11023,1.10723
5.731,3.10145,1.12278
5.732,3.10374,1.12063
5.733,3.09968,1.13154
5.734,3.10666,1.11691
5.735,3.10585,1.13865
5.736,3.1087,1.12209
5.737,3.11801,1.13357
5.738,3.13417,1.08221
5.739,3.14554,1.11636
5.74,3.14649,1.11894
5.741,3.13786,1.10253
5.742,3.1374,1.10282
5.743,3.13636,1.10218
5.744,3.1477,1.11852
5.745,3.13841,1.10892
5.746,3.13564,1.10938
5.747,3.09576,1.13365
5.748,3.09751,1.10464
5.749,3.10322,1.10939
5.75,3.11659,1.10962
5.751,3.10995,1.08781
5.752,3.11371,1.08428
5.753,3.11898,1.07193
5.754,3.11651,1.06124
5.755,3.11578,1.05472
5.756,3.11759,1.03749
5.757,3.12081,1.0322
5.758,3.11348,1.04286
5.759,3.10594,1.03845
5.76,3.11046,1.00311
5.761,3.1183,1.01464
5.762,3.11749,0.996311
5.763,3.12293,1.0107
5.764,3.12815,0.966069
5.765,3.12692,0.96618
5.766,3.13142,0.976849
5.767,3.1319,0.978002
5.768,3.13883,0.949211
5.769,3.12618,0.943213
5.77,3.14013,0.939439
5.771,3.13078,0.926983
5.772,3.13309,0.896637
5.773,3.13849,0.891631
5.774,3.13276,0.883017
5.775,3.13403,0.855559
5.776,3.13024,0.845929
5.777,3.1321,0.827849
5.778,3.13023,0.81488
5.779,3.12733,0.716951
5.78,3.12383,0.708043
5.781,3.12331,0.706737
5.782,3.12951,0.712501
5.783,3.13076,0.712873
5.784,3.11857,0.702156
5.785,3.11764,0.701327
5.786,3.12881,0.706129
5.787,3.12974,0.706762
5.788,3.11915,0.696598
5.789,3.11971,0.582701
5.79,3.12969,0.588732
5.791,3.12748,0.577512
5.792,3.1351,0.586279
5.793,3.12143,0.551994
5.794,3.11772,0.557062
5.795,3.12404,0.544001
5.796,3.12479,0.531522
5.797,3.12151,0.496078
5.798,3.11767,0.485043
5.799,3.12312,0.449047
5.8,3.12976,0.409524
5.801,3.13148,0.39141
5.802,3.13162,0.391183
5.803,3.12616,0.369336
5.804,3.13369,0.314282
5.805,3.13166,0.312217
5.806,3.13529,0.3105
5.807,3.13046,0.303251
5.808,3.13037,0.180273
5.809,3.12348,0.189
5.81,3.12445,0.16488
5.811,3.12549,0.162669
5.812,3.11145,0.172284
5.813,3.10154,0.140416
5.814,3.10156,0.1428
5.815,3.10154,0.141779
5.816,3.12758,0.126245
5.817,3.12258,0.111049
5.818,3.1238,0.0797421
5.819,3.12062,0.0188653
5.82,3.11,0.00806976
5.821,3.13196,-0.0106588
5.822,3.12269,-0.0249079
5.823,3.12598,-0.0872775
5.824,3.13552,-0.0891177
5.825,3.12789,-0.0984229
5.826,3.14156,-0.166357
5.827,3.14489,-0.180684
5.828,3.13535,-0.184127
5.829,3.11786,-0.236948
5.83,3.11757,-0.239945
5.831,3.11891,-0.244229
5.832,3.13481,-0.264035
5.833,3.13385,-0.272445
5.834,3.10138,-0.305786
5.835,3.11962,-0.324015
5.836,3.1015,-0.365921
5.837,3.11523,-0.365372
5.838,3.11046,-0.386505
5.839,3.10787,-0.407208
5.84,3.11398,-0.422095
5.841,3.11043,-0.43856
5.842,3.13434,-0.491509
5.843,3.11566,-0.508314
5.844,3.11488,-0.510833
5.845,3.12634,-0.505745
5.846,3.12109,-0.515829
5.847,3.11969,-0.565426
5.848,3.1245,-0.563136
5.849,3.11306,-0.608055
5.85,3.12015,-0.627394
5.851,3.11661,-0.637797
5.852,3.11626,-0.639143
5.853,3.12069,-0.642794
5.854,3.10518,-0.697049
5.855,3.12185,-0.701672
5.856,3.11469,-0.714109
5.857,3.11081,-0.745842
5.858,3.11406,-0.760171
5.859,3.10972,-0.768412
5.86,3.11441,-0.78895
5.861,3.11069,-0.797047
5.862,3.12241,-0.834442
5.863,3.11493,-0.849313
5.864,3.11524,-0.852048
5.865,3.1134,-0.84445
5.866,3.12247,-0.886722
5.867,3.11457,-0.888705
5.868,3.12755,-0.902392
5.869,3.1171,-0.915799
5.87,3.13263,-0.984686
5.871,3.13155,-0.987149
5.872,3.13288,-0.987953
5.873,3.12139,-1.00258
5.874,3.12062,-1.00534
5.875,3.11897,-1.00887
5.876,3.13457,-0.996133
5.877,3.13597,-0.996489
5.878,3.12064,-1.01319
5.879,3.11967,-1.01506
5.88,3.129,-1.05144
5.881,3.10667,-1.03814
5.882,3.11117,-1.06076
5.883,3.09982,-1.07545
5.884,3.09842,-1.09008
5.885,3.10381,-1.08378
5.886,3.10242,-1.08888
5.887,3.12292,-1.0987
5.888,3.11499,-1.10554
5.889,3.11682,-1.10851
5.89,3.12509,-1.12527
5.891,3.12565,-1.11682
5.892,3.13598,-1.12023
5.893,3.12867,-1.13466
5.894,3.13363,-1.13703
5.895,3.13816,-1.15151
5.896,3.12091,-1.15874
5.897,3.11855,-1.16017
5.898,3.14372,-1.16128
5.899,3.14501,-1.1629
5.9,3.12878,-1.16336
5.901,3.13251,-1.16179
5.902,3.13611,-1.1619
5.903,3.11751,-1.15501
5.904,3.11884,-1.17445
5.905,3.1112,-1.16371
5.906,3.12013,-1.17646
